"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"820","250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded.","He was supposed to eat.",8,50.45,1,"There is no mention of food or eating at all","target-prior",1,13.63765,13
"821","1214"," The newest way to monitor your heart rate, these tiny buds work by tracking the pulse of the blood rushing through your ears while allowing you to listen to your favorite tunes.","We took a few brands for a test jog.",17,25.17,0,"","target-prior",1,13.6501,13
"822","2008","The proximate cause was physical, a failing heart. But the deeper cause was the strain his race for the presidency had placed on her mind and soul.","The earlier libels against Rachel's character had been circulated before",21,0.94,0,"","target-prior",1,13.6501,13
"823","2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her.","Something about her appealed to him.",12,95.77,0,"","target-prior",1,13.63765,13
"824","1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. '","He hadn't previously been disagreeing with that view",27,50.75,0,"","target-prior",1,9.16005,13
"825","991","I've worked obviously suspicious gobblers for an hour only to have them lose all wariness and come sprinting toward me when they spotted a hen or jake decoy. And I've had ""hot"" gobblers turn tail feathers and run the moment they caught sight of a decoy.","They will react in some way.",3,89.17,0,"","target-prior",1,12.24595,13
"826","881","MORIARTY ","Someone is on trial.",16,0.02,0,"","target-prior",1,13.6501,13
"827","2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder.","She had her balance previously.",13,51.2,0,"","target-prior",1,13.63765,13
"828","2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait.","It was not expected for him to look over.",24,0.12,0,"","target-prior",1,9.16005,13
"829","968","The Dark Knight hit that mark in just five days. But what happened after that--in the second month, and the third--is what made Titanic a phenomenon that now seems like a remnant of a lost world.","People had previously been going,",25,97.35,0,"","target-prior",1,9.16005,13
"830","1008",""" If somebody messes up, I usually get mad. That's just the competitor in me.","I am some way.",22,90.67,0,"","target-prior",1,13.6501,13
"831","74","And again. Getting close to the court now, she watched the ball machine spitting the balls out while Bryan with his increasingly powerful arms rolled the streamlined chair rapidly from one side to the other.","Something was placing the balls back on the other side just where he wanted them.",9,100,0,"","target-prior",0,44.7930333333333,34
"832","626","Sonia considers herself "" good at languages. "" She has an ear for them.","Sonia is Italian.",10,50.45,0,"","target-prior",0,44.7930333333333,34
"833","829","When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor.","The entire second floor was accessible earlier.",14,85.45,0,"","target-prior",0,44.7930333333333,34
"834","1153","I'm not looking for a--a colony on the moon. I think the cost of that would be in the hundreds of billions, if not trillions.","Housing in the US has previously been built.",15,100,0,"","target-prior",0,20.0968166666667,34
"835","1427"," Final topic, here.","Usama bin Laden did something.",16,100,0,"","target-prior",0,20.0968166666667,34
"836","1904"," p191","It took effort for me to say ""amazing""",17,51.35,1,"The text doesn't say anything.","target-prior",0,20.0968166666667,34
"837","210","It was so packed, there were people sitting in their seats holding small to medium-sized bags because they couldn't go either way in the aisles. ","Brown's case is hardly unique.",20,50.15,0,"","target-prior",0,20.0968166666667,34
"838","588","Sometimes she came right from the set, still flushed, stinking of sex, in shorts and a halter top, and she held his hand until his racing heart slowed to a regular pace. He didn't like it, his peek into her world; it scared the hell out of him.","She did it somehow.",27,91.52,0,"","target-prior",0,20.0968166666667,34
"839","1910","Now, if we really believe that- and we must, surely, if we set aside some time to pray, affirm God's (or Jesus') loving presence and offer ourselves to him to do in us all he wants.","God made an attempt to purify us",20,85.76,0,"","target-prior",0,14.5105166666667,34
"840","1261","He asked Kushal to identify himself. ""Did you make this message?""","The captain's hand was closed before.",22,50.9,1,"The text doesn't relate to the statement in anyway so it's hard to make a judgement.","target-prior",0,14.5105166666667,34
"841","1863","<i>(No context.)</i>","Segovia couldn't determine if Gould had gunpowder burns on his hands",26,80.72,1,"Text has no context.","target-prior",0,14.5105166666667,34
"842","580","The number of outlets selling Huawei globally increased by 116% to 35,000 stores as of May this year, the company said. ","Huawei's operating margins somehow plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.",3,100,0,"","target-prior",0,20.0968166666667,34
"843","393"," Professor Skeel, the son of a teacher and an Air Force doctor, said he had ""zero"" experience of religion while moving six times with his father's deployments.","He entered the University of North Carolina in 1979.",5,50.9,0,"","target-prior",0,20.0968166666667,34
"844","1242","Bea Gaddy, activist for the homeless, Baltimore, Maryland A woman who had been with my grandparents for years came to help out with our holiday dinner.","The turkey was not on the floor beforehand.",5,29.94,1,"the text doesn't mention anything about a Turkey.","target-prior",0,18.3509,34
"845","1733","I think it's, unfortunately, very easy to fool girls into a kind of trafficking situation because people are--they're preying on hope, really. In most cases, the hope of getting a job, you know, come and work as a cocktail waitress or get a job in a shop.","Someone is being kidnapped",6,62.74,0,"","target-prior",0,18.3509,34
"846","2016","Through the 1960s and 1970s investments and purchases by NASA, the Pentagon, and the National Science Foundation helped to sustain the PV industry and gave America leadership in world sales. In 1982 federal support for renewable energy was cut deeply, and within three years Japan became the world leader in PV sales.","The US previously had the lead in sales in the PV industry",13,100,0,"","target-prior",0,18.3509,34
"847","188","<strong>Speaker B</strong>: They're going to have to pay their creditors $1 billion on June 1st. They don't have the money right now.","they will get the money.",23,50.15,0,"","target-prior",0,18.3509,34
"848","607"," All the debate can finally be laid to rest.","Something happened to Jar Jar Binks after Revenge of the Sith, and he's been soemthing doing since Return of the Jedi.",26,41.64,1,"The text isn't related to the statement and I have no background information on Jar Jar Binks.","target-prior",0,18.3509,34
"849","90"," Shares of the top 26 restaurant companies have seen their stocks lose an average 49.3% of their value from their highest points over the past 52 weeks.","The 46.5% decline of the Standard & Poor's 500 from its 52-week high is a pullback.",27,83.64,0,"","target-prior",0,18.3509,34
"850","1631"," Don't tell me you started a tech firm here before us.","Lily looks over her shoulder.",6,56.88,1,"Statement isn't related to the text.","target-prior",0,12.8024166666667,34
"851","1207"," DH Frank Thomas hit.212 in June and is still trying to find his stroke after last year's biceps injury.","DH Frank Thomas hit.340 with 12 home runs and 22 RBI in June.",8,0,0,"","target-prior",0,12.8024166666667,34
"852","2047"," The company denies that it found any problems with designs for the waste vessels before commissioning their construction.","Bechtel fixed all the welds",9,91.02,0,"","target-prior",0,12.8024166666667,34
"853","686","But the twinkle in his eye masks toughness, arrogance, even ruthlessness. He has not stayed on top of Uganda by being soft.","Securing broad international support while defying Western pressure for multi-party democracy takes effort for Museveni.",3,97.25,0,"","target-prior",0,14.5105166666667,34
"854","1105","<strong>Speaker A</strong>: And so this is Louis C.K. on ""Saturday Night Live""","It is hard for you to talk about religion in this.",8,50.9,0,"","target-prior",0,14.5105166666667,34
"855","450","But that seems too strong. The accepted expression, ""Pitie-de-Nostre-Seigneur,"" because it is plurivocal, is undoubtedly better.","Something awakens the spectator's piety.",10,50.45,1,"The text doesn't relate to the statement so I'm not sure.","target-prior",0,14.5105166666667,34
"856","365"," After all, once businesses have a full range of tech tools, they don't need to keeping boosting budgets to buy tons of new stuff.","They needed an upgrade.",22,9.76,0,"","target-prior",0,12.8024166666667,34
"857","1059","Lester also noted that research on group dynamics indicates that increasing the size of the group eventually increases the chances that a dominant member will emerge and force conformity from the other group members. Thus, there is a limit to the size of a group for effective functioning.","Four to ten subselves is ideal.",16,80.36,0,"","target-prior",0,14.5105166666667,34
"858","1699","<i>(No context.)</i>","Some company uses female body parts to push product.",15,100,0,"","target-prior",0,14.5105166666667,34
"859","1522",""" You see how your mind works? I fear you have a grievous fault, Lion.","Acquiring the instincts of a bygone age takes effort.",27,100,0,"","target-prior",0,12.8024166666667,34
"860","1801","BEARDEN: The Tribune's story is not unique.","Nine daily papers had been publishing prior to 1991",17,26.86,0,"","target-prior",1,6.46655,2
"861","999","I felt grubby just looking at her. ","Elissa has a favorite hobby.",23,51.05,0,"","target-prior",1,6.46655,2
"862","2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder.","She had her balance previously.",16,37.55,0,"","target-prior",1,4.73496666666667,2
"863","2357","Penelope asked. "" They are few and fer between.","They tried to adapt to the transition.",4,58.21,0,"","target-prior",1,6.31128333333333,2
"864","1676","Lowrey reels with an elbow, dropping Burnett to the lawn. But Burnett rolls and clips Lowrey's legs.","Lowrey was upright just before that.",10,86.77,0,"","target-prior",1,5.56098333333333,2
"865","2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes.","Lexicton suffered a fatal secondary explosion.",22,46.85,0,"","target-prior",1,6.46655,2
"866","1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh?","Something worked.",15,54.19,0,"","target-prior",1,6.46655,2
"867","1238","In the first section of the book, Stafford takes the risk of relying on mostly nonhuman speakers. Among others, we hear from a bowstring, a coyote, and several extinct species.","Stafford was on the right track before.",16,40.91,0,"","target-prior",1,6.46655,2
"868","1694"," A month before school ended, the honors student's parents received a' progress report' from Oberon-Andy had three F's and two D's.","Something worried Andy's teachers",9,79.54,0,"","target-prior",1,5.56098333333333,2
"869","539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes?","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.",23,55.24,0,"","target-prior",1,6.31128333333333,2
"870","750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs.","Stitch N Print was open in the past.",20,50.15,0,"","target-prior",1,6.46655,2
"871","1008",""" If somebody messes up, I usually get mad. That's just the competitor in me.","I am some way.",12,90.15,0,"","target-prior",1,5.56098333333333,2
"872","2008","The proximate cause was physical, a failing heart. But the deeper cause was the strain his race for the presidency had placed on her mind and soul.","The earlier libels against Rachel's character had been circulated before",13,52.7,0,"","target-prior",1,5.56098333333333,2
"873","602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. "" ","Something was transpiring.",21,87.27,0,"","target-prior",1,4.52216666666667,2
"874","2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her.","Something about her appealed to him.",23,79.18,0,"","target-prior",1,4.73496666666667,2
"875","1741","Mm-hmm. Stehr:","The tas break is a deal.",24,48.05,0,"","target-prior",1,4.73496666666667,2
"876","2011","<strong>Speaker B</strong>: There was no sense of urgency to figure out what happened. It was a mystery that lingered, but I don't think it was in the forefront of people's minds.","Room 225 had previously been open",25,55.24,0,"","target-prior",1,6.46655,2
"877","868",""" I said. I didn't think that she would refuse me.","Someone recited things to them in Redtown.",27,41.35,0,"","target-prior",1,4.52216666666667,2
"878","1020","In the coming months, I will return to Comite for further tests and to decide whether I should make myself into a bit of a science experiment. Lucky you, you'll get to watch and maybe even learn from my mistakes.","My cholesterol has a certain number and the cholesterol particles traveling though my bloodstream have a certain size.",8,96.02,0,"","target-prior",1,6.31128333333333,2
"879","476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil.","Something is poised for a makeover.",3,64.9,0,"","target-prior",1,6.46655,2
"880","2459"," He'd have sworn he'd seen it after nutmeg and cloves, but now cloves was the last ingredient.","He lost both Richard and his job.",8,25.04,0,"","target-prior",1,4.52216666666667,2
"881","881","MORIARTY ","Someone is on trial.",27,50.15,0,"","target-prior",1,5.56098333333333,2
"882","2416","Hey, Karyn. That s right.","Crowe and Ron Howard had previously worked together.",27,52.4,0,"","target-prior",1,6.31128333333333,2
"883","214","Instead, deputy foreign editor Steven R. Weisman said the reporter, Chuck Sudetic, left after being told by Serbian authorities that his safe passage through Serbian checkpoints could no longer be guaranteed. ","Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.",14,51.05,0,"","target-prior",1,5.56098333333333,2
"884","1214"," The newest way to monitor your heart rate, these tiny buds work by tracking the pulse of the blood rushing through your ears while allowing you to listen to your favorite tunes.","We took a few brands for a test jog.",21,51.95,0,"","target-prior",1,5.56098333333333,2
"885","183","I'm no angel, but I don't buy and sell women.","She is at somewhere.",16,81.64,0,"","target-prior",1,4.52216666666667,2
"886","1726","<i>(No context.)</i>","Something seemed most present",5,49.7,0,"","target-prior",1,4.52216666666667,2
"887","414","It was hard to think of Larry as being from Wyoming. He had no mystique.","I wasn't awake before early morning.",20,59.98,0,"","target-prior",1,4.52216666666667,2
"888","1250","""Do better."" ""I'm ready when you are,"" Iris said.","The Outlaw is open before ten.",24,50.15,0,"","target-prior",1,5.56098333333333,2
"889","1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences.","I was brought to court",9,100,0,"","target-prior",1,4.73496666666667,2
"890","250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded.","He was supposed to eat.",8,82.09,0,"","target-prior",1,4.73496666666667,2
"891","1126","SIETZEN: Much of the this discussion, unfortunately, was conducted in the press.","There are two sides of the conflict.",3,88.89,0,"","target-prior",2,8.71961666666667,20
"892","1982","The arterial pressure responses in this study differed somewhat from those reported by previous investigators. Whereas a marked pressor response in quads, but not in pares, had been reported in previous studies (22,36), a small increase of MAP in both groups was observed in this study.","There were two groups that we tested.",9,98.5,0,"","target-prior",2,8.71961666666667,20
"893","735","<i>(No context.)</i>","There are two measures supported by the advocacy group.",12,50,0,"","target-prior",2,8.71961666666667,20
"894","1135","<i>(No context.)</i>","There were two stories told that night.",13,50,0,"","target-prior",2,8.71961666666667,20
"895","1140","VAN-SUSTEREN: In terms of Iowa, the caucus, if you have a job that doesn't let you takeoff the night of the caucus, you can't vote.","There are exactly two parties in the election.",13,22.65,0,"","target-prior",2,16.3467,20
"896","7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now.","Jason wasn't there before this week.",14,49.85,0,"","target-prior",2,16.3467,20
"897","279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY:","There are two of you here today.",3,53.3,0,"","target-prior",2,16.3467,20
"898","1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts.","There are two sets of tapes I revisited.",4,99.28,0,"","target-prior",2,16.3467,20
"899","719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer.","There are two talks at the summit.",11,97.98,0,"","target-prior",2,16.3467,20
"900","1135","<i>(No context.)</i>","There were two stories told that night.",5,47.3,0,"","target-prior",2,8.51276666666667,11
"901","1126","SIETZEN: Much of the this discussion, unfortunately, was conducted in the press.","There are two sides of the conflict.",7,25.56,0,"","target-prior",2,8.51276666666667,11
"902","1982","The arterial pressure responses in this study differed somewhat from those reported by previous investigators. Whereas a marked pressor response in quads, but not in pares, had been reported in previous studies (22,36), a small increase of MAP in both groups was observed in this study.","There were two groups that we tested.",12,50.3,0,"","target-prior",2,8.51276666666667,11
"903","735","<i>(No context.)</i>","There are two measures supported by the advocacy group.",16,53.15,0,"","target-prior",2,8.51276666666667,11
"904","1982","The arterial pressure responses in this study differed somewhat from those reported by previous investigators. Whereas a marked pressor response in quads, but not in pares, had been reported in previous studies (22,36), a small increase of MAP in both groups was observed in this study.","There were two groups that we tested.",6,99.85,0,"","target-prior",2,5.52055,38
"905","719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer.","There are two talks at the summit.",11,95.4,0,"","target-prior",2,11.1600666666667,38
"906","1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts.","There are two sets of tapes I revisited.",12,100,0,"","target-prior",2,11.1600666666667,38
"907","1140","VAN-SUSTEREN: In terms of Iowa, the caucus, if you have a job that doesn't let you takeoff the night of the caucus, you can't vote.","There are exactly two parties in the election.",15,0,0,"","target-prior",2,11.1600666666667,38
"908","279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY:","There are two of you here today.",7,43.57,1,"I am not sure if a conversation is taking place","target-prior",2,11.1600666666667,38
"909","7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now.","Jason wasn't there before this week.",9,0,1,"I don't know who Jason is.","target-prior",2,11.1600666666667,38
"910","735","<i>(No context.)</i>","There are two measures supported by the advocacy group.",14,0.31,0,"","target-prior",2,5.52055,38
"911","1126","SIETZEN: Much of the this discussion, unfortunately, was conducted in the press.","There are two sides of the conflict.",16,0.31,0,"","target-prior",2,5.52055,38
"912","1135","<i>(No context.)</i>","There were two stories told that night.",13,0.31,0,"","target-prior",2,5.52055,38
"913","1145"," Their kids have played sports together.","There are two sides of town.",4,60.71,0,"","target-prior",1,4.58576666666667,4
"914","2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement.","Weber discusses two purposes.",7,75.21,0,"","target-prior",1,4.58576666666667,4
"915","1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise.","There were two organizations mentioned above.",8,100,0,"","target-prior",1,4.58576666666667,4
"916","1118"," The use of recycled wood for panel board and paper furnish is a relatively recent development in the Northwest--taking place within the past three years.","There are two types of uses of recycled wood under consideration.",9,55.69,0,"","target-prior",1,4.58576666666667,4
"917","2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict.","There are two arguments in the debate.",3,91.35,0,"","target-prior",0,3.78858333333333,43
"918","2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls.","Stephen received a pager message.",10,5.32,0,"","target-prior",0,3.78858333333333,43
"919","1144"," This approach is suitable if TP data are available from a random subset of lakes, and if the percentage of lakes above minimum impact levels is known; the 25th percentile is most appropriate where 75% of the lakes exceed minimal impact levels.","There are two conditions mentioned above.",12,32.29,0,"","target-prior",0,3.78858333333333,43
"920","1114","ICE spokeswoman Barbara Gonzalez told the AJC on Thursday that Cherokee and Roswell's applications are still under consideration. ","Threre are two law enforcment departments involved.",4,80.48,0,"","target-prior",0,3.78858333333333,43
"921","1145"," Their kids have played sports together.","There are two sides of town.",3,90.33,0,"","target-prior",1,6.39675,22
"922","1981","* 28;332;TOOLONG, two science historians, and two forest historians ) each recommended by independent professional associations.","There were nine people on the committee.",7,45.81,0,"","target-prior",1,9.1562,22
"923","2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together. ","There are two parties in the senate.",16,98.73,0,"","target-prior",1,9.1562,22
"924","2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement.","Weber discusses two purposes.",8,0,0,"","target-prior",1,6.39675,22
"925","1118"," The use of recycled wood for panel board and paper furnish is a relatively recent development in the Northwest--taking place within the past three years.","There are two types of uses of recycled wood under consideration.",10,50.75,0,"","target-prior",1,6.39675,22
"926","1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise.","There were two organizations mentioned above.",14,100,0,"","target-prior",1,6.39675,22
"927","2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement.","Weber discusses two purposes.",5,99.19,0,"","target-prior",1,3.53618333333333,44
"928","1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise.","There were two organizations mentioned above.",6,100,0,"","target-prior",1,3.53618333333333,44
"929","1145"," Their kids have played sports together.","There are two sides of town.",11,0.66,0,"","target-prior",1,3.53618333333333,44
"930","1118"," The use of recycled wood for panel board and paper furnish is a relatively recent development in the Northwest--taking place within the past three years.","There are two types of uses of recycled wood under consideration.",12,99.19,0,"","target-prior",1,3.53618333333333,44
"931","1981","* 28;332;TOOLONG, two science historians, and two forest historians ) each recommended by independent professional associations.","There were nine people on the committee.",14,0.75,0,"","target-prior",1,7.29505,44
"932","2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together. ","There are two parties in the senate.",11,99.57,0,"","target-prior",1,7.29505,44
"933","1134"," In addition to being successful as a lawyer and agent, my parents became judicious backers of new Broadway shows, on David Merrick's and Kermit Bloomgarden's A lists.","My parents had two kids.",6,48.05,0,"","target-prior",0,5.21743333333333,47
"934","1542","Yet we survived. Pop lived to be 88, Mom to 82.","I had two aunts on my mom's side.",14,49.4,0,"","target-prior",0,5.21743333333333,47
"935","285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm. ","There are two algorithms discussed in the introduction.",15,12.54,0,"","target-prior",0,5.21743333333333,47
"936","2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls.","Stephen received a pager message.",8,50.75,0,"","target-prior",0,7.6671,47
"937","1114","ICE spokeswoman Barbara Gonzalez told the AJC on Thursday that Cherokee and Roswell's applications are still under consideration. ","Threre are two law enforcment departments involved.",11,48.95,0,"","target-prior",0,7.6671,47
"938","2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict.","There are two arguments in the debate.",13,51.05,0,"","target-prior",0,7.6671,47
"939","1144"," This approach is suitable if TP data are available from a random subset of lakes, and if the percentage of lakes above minimum impact levels is known; the 25th percentile is most appropriate where 75% of the lakes exceed minimal impact levels.","There are two conditions mentioned above.",16,97.14,0,"","target-prior",0,7.6671,47
"940","1114","ICE spokeswoman Barbara Gonzalez told the AJC on Thursday that Cherokee and Roswell's applications are still under consideration. ","Threre are two law enforcment departments involved.",4,66.31,0,"","target-prior",0,5.26516666666667,26
"941","1144"," This approach is suitable if TP data are available from a random subset of lakes, and if the percentage of lakes above minimum impact levels is known; the 25th percentile is most appropriate where 75% of the lakes exceed minimal impact levels.","There are two conditions mentioned above.",6,60.41,1,"It could be two or more.","target-prior",0,5.26516666666667,26
"942","2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls.","Stephen received a pager message.",7,10.11,1,"no pager is mentioned.","target-prior",0,5.26516666666667,26
"943","2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict.","There are two arguments in the debate.",8,98.62,0,"","target-prior",0,5.26516666666667,26
"944","285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm. ","There are two algorithms discussed in the introduction.",6,43.12,0,"","target-prior",0,24.6780333333333,26
"945","1542","Yet we survived. Pop lived to be 88, Mom to 82.","I had two aunts on my mom's side.",11,22.28,1,"It can't be ascertained the text.","target-prior",0,24.6780333333333,26
"946","1134"," In addition to being successful as a lawyer and agent, my parents became judicious backers of new Broadway shows, on David Merrick's and Kermit Bloomgarden's A lists.","My parents had two kids.",12,35.1,0,"","target-prior",0,24.6780333333333,26
"947","1140","VAN-SUSTEREN: In terms of Iowa, the caucus, if you have a job that doesn't let you takeoff the night of the caucus, you can't vote.","There are exactly two parties in the election.",5,51.65,0,"","target-prior",2,3.92165,15
"948","719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer.","There are two talks at the summit.",13,100,0,"","target-prior",2,3.92165,15
"949","7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now.","Jason wasn't there before this week.",14,17.35,0,"","target-prior",2,3.92165,15
"950","279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY:","There are two of you here today.",16,21.3,0,"","target-prior",2,3.92165,15
"951","1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts.","There are two sets of tapes I revisited.",4,100,0,"","target-prior",2,3.92165,15
"952","1118"," The use of recycled wood for panel board and paper furnish is a relatively recent development in the Northwest--taking place within the past three years.","There are two types of uses of recycled wood under consideration.",3,25.43,0,"","target-prior",1,8.61515,46
"953","1145"," Their kids have played sports together.","There are two sides of town.",4,5.19,0,"","target-prior",1,8.61515,46
"954","1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise.","There were two organizations mentioned above.",9,100,0,"","target-prior",1,8.61515,46
"955","2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement.","Weber discusses two purposes.",16,1.84,0,"","target-prior",1,8.61515,46
"956","1135","<i>(No context.)</i>","There were two stories told that night.",7,38.56,0,"","target-prior",2,4.20628333333333,40
"957","1126","SIETZEN: Much of the this discussion, unfortunately, was conducted in the press.","There are two sides of the conflict.",8,83.75,0,"","target-prior",2,4.20628333333333,40
"958","1982","The arterial pressure responses in this study differed somewhat from those reported by previous investigators. Whereas a marked pressor response in quads, but not in pares, had been reported in previous studies (22,36), a small increase of MAP in both groups was observed in this study.","There were two groups that we tested.",13,88.04,0,"","target-prior",2,4.20628333333333,40
"959","735","<i>(No context.)</i>","There are two measures supported by the advocacy group.",14,42.09,0,"","target-prior",2,4.20628333333333,40
"960","1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts.","There are two sets of tapes I revisited.",8,100,1,"troubles delwar divined analyzing is a confusing segment in the passage","target-prior",2,43.51495,32
"961","1140","VAN-SUSTEREN: In terms of Iowa, the caucus, if you have a job that doesn't let you takeoff the night of the caucus, you can't vote.","There are exactly two parties in the election.",9,48.05,0,"","target-prior",2,43.51495,32
"962","279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY:","There are two of you here today.",11,25.04,1,"The text randomly mentions food and beverage and doesn't specify people.","target-prior",2,43.51495,32
"963","719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer.","There are two talks at the summit.",13,100,0,"","target-prior",2,43.51495,32
"964","7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now.","Jason wasn't there before this week.",14,45.51,0,"","target-prior",2,43.51495,32
